A;B;C;D;E;F;G;H;I;J
16,875568616048252;71,03475863117362;75,7294475499249;6,739078952611766;49,66632025498847;74,10585040608689;53,33113211720462;39,13565044493432;5,80719677302829;53,90383554380185
69,89939343520652;3,849315006918308;48,98130381750292;49,049536272524264;50,36592524154441;91,17619421527655;30,913574561584134;80,22719696797566;96,96725647265268;49,80782775908254
25,00542292265553;94,00683638542453;82,72127635756496;27,356723680325512;12,46587658043885;8,967366454895787;52,5965334575896;27,620913159444925;8,06904623743706;24,389724287716895
23,020878626507756;33,38285652222378;75,9198235833346;36,53194360769441;41,79391656286895;16,941476898734287;31,090203921879144;74,00574226907605;33,185693137738106;17,498243949225145
89,38923206088731;80,90490575018913;42,71324752451363;53,87042858366795;53,390568312459585;74,61781407105242;37,55683556875368;18,020511470456324;25,11128135937073;20,78646817660864
52,20039382530567;19,295669629893975;16,615935796749824;84,40550732313233;39,11202762456997;51,19555129716956;69,72653204435308;41,83633399991731;66,92941613119685;15,956789114459236
78,31939135441786;18,70724537531775;59,86393141564579;0,4618338024932167;26,041961399095847;58,86294256353393;70,41849557122956;72,66792404676676;31,114422442967538;99,95328854552726
64,17698121068318;93,75586045592222;35,41042498034037;27,809158453438155;34,348178079218805;87,9756224787142;60,682349630017775;32,92691130350837;27,597628307786636;45,048141340574965
71,4204962319229;43,55897862346671;77,00125406607971;55,208659991565575;71,28374378754559;78,21752774386148;81,10742374538832;23,395964065754438;18,19447333214985;8,932393617489097
31,044121490334298;36,7929974355218;69,43294889640003;71,34743603541676;5,491774678755224;96,0305407683726;97,44944308504753;72,76760147866547;69,17171953781794;80,06758191165314
79,65465914903639;48,26733092778457;41,975625071125634;23,073686014806306;73,4588024808524;63,90253923448176;88,34405047215411;7,787123111291228;99,90561144258355;46,17495095572437
70,50077404951772;6,96506252958452;8,537334285317987;73,0318705589263;35,15778882184731;93,52998805685273;35,146767080427885;58,013370562683754;65,77487738710231;63,39248741607446
68,17728940546932;29,328126924487485;23,3665920086619;52,715357066947114;7,618678017926839;54,01257091597835;57,188420812074895;82,06400737957438;22,67789568260602;67,71729772460687
86,32438505603788;44,595418498489906;34,345002795221255;35,17268056649776;79,85491763011991;60,83233100613704;17,67854580407634;38,42637455197237;6,303331911343468;5,613034037186049
12,721478067529768;64,79102981715013;10,684856680221088;64,48294438985748;91,62736164935808;29,24201880446169;94,9796097227229;28,6831744952761;46,1367463278512;91,69934659195043
37,07543563393864;7,594677849488207;39,20505353629535;27,368630021270622;93,35228802280206;38,70661423605043;37,70968004390646;98,38268645526657;61,96772542766884;57,69508643596968
6,0915195224128915;35,71437361588694;67,09062645500612;34,54377632750582;86,30396060569045;95,34504460849963;31,26297657764232;90,07118869605178;83,11862998158738;88,12211782529661
83,68976869271462;13,850558263509106;40,827394702359754;27,80593223965363;94,23563160480035;88,75859199314282;19,472454604949895;0,029513647073875493;94,95588110706167;34,816300458003056
37,778727022200584;17,73042979808066;67,251112664483;42,10653780173125;85,87545762780756;7,733461367850136;48,37962662125784;78,62057240342507;12,044621375282262;25,359889757933384
93,90847937470889;71,32182580971975;32,85283770233845;51,79736650157396;77,73518650612017;21,972397754982197;39,95641540830379;23,936209255459882;66,41392631652195;57,112304592784724
54,39741292694315;62,77094097864578;90,75941867251959;23,490493516706245;43,30771653275377;16,88996289373178;26,339067915241042;11,117809396629685;85,90335083217636;8,890334186520244
4,433499145966191;42,285122973889024;17,59988929309195;55,62199301297519;79,90110800414033;81,01191181433335;5,899395694858467;23,386105529986178;95,8510117275009;32,217782474645
23,677699247355243;82,65895790602144;61,265391042082605;24,908795242649838;96,99780287734995;67,17158848928958;82,0241017404149;97,93175437477137;87,98019708198605;88,37837067677961
65,54285408014134;94,40112726126567;25,823009149574595;65,03442458987803;64,5801863459786;40,48348090562407;38,69261690319307;28,058335483203912;75,6985204028234;57,21437245594807
59,28986391939189;24,803431073726212;59,66183891588012;86,91498601845079;70,62795052069575;78,45235313142517;47,15189661926159;73,69904985859344;98,80287057581418;57,52349897479634
44,56126236023066;30,49313340570712;94,1659271099538;83,22983035840257;69,33089723297832;46,38320491227598;7,485945959668417;20,00903142029361;25,013664028063122;2,6223771513479877
58,245936604818496;52,99552426134417;68,67812343931189;15,427677835997489;99,6078487310057;19,528273575458023;11,579966174811629;68,24267853995809;50,70057201496194;20,74109630877745
58,80457095134241;8,695097499072768;16,75231216372577;24,667817069739062;31,191820477459387;36,25443215281413;51,59342101345475;67,94697902646112;76,3581839010847;56,6823939532917
19,49193205607811;44,148889466387175;15,198426656082454;44,90776313357038;51,57532325122989;29,010633315804068;94,96823774173929;18,59942239089395;9,68234189842505;52,07548162688058
29,951473098100777;19,92694707134115;5,7321520029194994;45,09236752836958;88,62016500128387;94,1973108269567;74,05520615307637;23,455914437558746;88,0139204532026;47,30334790739005
9,164448073224218;16,682378920590512;44,95141091482986;21,994358063583885;50,636905754043404;2,619372506313522;54,53946805172689;46,20366261479079;42,57659088863659;74,2686587392356
53,450820211771365;32,169979466334695;72,71735895301627;48,096945229271604;77,04758983543056;42,1512758301385;94,36624894446831;97,27214891852277;78,27797014078229;20,79095769792557
59,008818143752904;26,966185194568403;34,986850067567296;56,65252751858009;68,99399508714752;18,086037118637634;95,86156643353354;12,288472393470373;63,5449770261013;53,458750920378904
78,00100156848569;97,74379613216368;32,9803966336548;56,01827278236654;13,493457202193227;71,9627546712585;10,138062717793284;69,1892124409963;99,42559412709377;31,898332104609427
56,076113079633174;21,567774981544652;3,062543720061217;13,856249122948894;43,63999157083782;8,369751269480263;3,2739247581700326;50,7675156165806;65,13285324259223;17,486794165049425
42,05095121816582;76,79780002000214;21,339644161511362;53,90318456985979;29,19917857285205;20,808581304561102;75,25208781732422;43,853077020565415;66,31608249030064;56,0730852740645
21,63748583261176;85,37531663752307;0,7966159566475284;21,852130822338168;0,9924070980543931;88,41434635912015;39,30392825667893;33,60716596399246;93,76309443957047;15,546026841636174
18,158023096853903;55,689482061985515;75,37427581745673;39,777433827639285;84,03551177729382;39,20914228229193;71,07197834065447;0,11990062714986038;14,278272230196654;85,57387810936518
34,659271459392684;70,90789001377969;96,21527533015119;19,85347254394789;77,06446079570645;73,17819200000656;20,63896711202218;41,40423905569682;17,42734817338577;96,15823551607015
31,120671210037752;19,011238116408112;41,9892025686208;95,9582206959082;71,43143208897992;33,1118247398976;52,64564500292892;79,58857985324816;14,106424601488143;84,04056724766829
55,017553105537964;65,6770413785927;45,8625666984875;92,12505756192205;62,22535924752355;57,79653944169626;32,713265970766415;0,9003049514216044;22,902913909453602;40,131312325538204
76,31096263760054;91,23170834459671;49,40215252394472;39,021926221584316;76,61566708751644;51,67275862718574;68,09255214660652;73,1862072638487;1,632583247555186;87,95567295768826
70,95033369735658;40,7046455601783;57,6701887847041;0,291604276341928;64,97062638729834;58,456739212162724;54,58650143340969;2,478282332567483;37,42097639266;34,84143417225074
70,04521718724772;24,5153445398823;91,11158583419667;10,236185576281764;11,54107191244349;90,2599326729771;22,92239563907169;74,6373450906006;40,19076379442868;75,26621149920327
48,57961116595387;6,528932130044618;44,80032952779099;34,113703490484745;98,77507929196683;91,80875437946708;45,47719202074625;32,617065777275656;4,685729021112661;29,30378727891122
45,954220897238706;21,401752435399736;7,426395666304875;42,59199799010553;63,21598302161874;0,42074397064564284;29,839747528901306;76,97789307754668;72,79640546440616;9,634150576089805
15,205992505778553;82,67081623381026;25,383463936881988;74,0336407745254;38,36396726323689;57,38936167391139;81,24928902468295;90,93232087072597;36,067178328626795;69,33446851693007
0,4559051243007928;5,127935148381413;53,97557340932795;61,1440133705218;41,72746121763946;83,0330756371364;84,7730528241502;99,65758189325223;23,27295722373487;9,334808041715936
5,105393691942972;81,11658091465016;10,769108660482374;26,325380367183794;37,344576895189455;70,09564025756983;38,9194466047807;81,5269185650495;50,78128894635927;5,046492909774258
73,9909263996921;88,20898069846017;74,91488554143022;76,59666605056647;73,33664368597579;56,94161629158404;96,09840999296925;87,02389058466913;57,16994140111794;49,62662488225929
54,345388059255676;94,40635027568773;19,39241937350653;36,2635445504893;14,113125224011046;99,69815274722768;51,44955017890661;31,77340063528924;68,17904201883198;93,43638714523348
85,28388407938287;59,03362562441189;42,943081278088;37,531595728321534;61,46983782948487;99,87853649989314;97,80563875052776;30,321991088988664;6,058055532571338;38,771611397898056
91,14873905769268;60,10383682920286;65,63916232730833;35,51161663224437;59,024448430565016;95,05884295458493;37,63369017795457;63,42861724935606;96,33727879807776;61,19068514018797
39,26776293491856;67,92063120106964;13,153112723179472;15,552055285754395;77,65627752785653;54,761231363014886;57,051696356360495;36,29463006517118;43,70921554673397;32,76755826791692
45,66184233515478;85,73349799209319;19,078268261391184;22,113283412072114;69,93217904243772;89,50391687482424;45,90117495467882;5,155053960234113;95,04610639015223;37,515984353986255
36,316869706061716;66,05645133114405;94,93599786999329;56,701202821708065;53,85836593560417;18,732958565826863;56,98240920972319;62,91708617399125;88,2130064904579;57,83072874547363
84,72705012373851;20,394096938245987;53,438221396650086;86,75275319386625;55,1834433925418;14,504014045402492;48,178887077739205;0,7794299942071703;59,7904328625544;96,0159225581433
74,37687176346354;24,19438305415065;52,345020645493925;90,11056156690596;52,48672382695258;62,00710176613039;56,461637516795804;80,51884435717935;78,27402896666023;18,733735673605967
69,35766202661443;54,09926354486979;94,6911133152894;66,60103477691938;76,1472419935644;47,33927115033507;51,79430135778992;80,29719582602407;69,101467039915;21,369496978361735
52,8230945186407;34,4051474839412;40,6901660735242;84,76504867502001;52,00504199749536;49,92620756968845;76,96494447544002;1,5204810558116288;54,42509288801892;84,37459390004337
87,52777850028352;27,039880094358203;37,56924604644133;32,66323859951218;84,45170102079105;89,3949598612285;68,31841579646478;46,67580309102907;80,66443670997225;26,763038680327934
46,923147705915355;88,55660916916356;41,32851981264487;25,683803170728037;81,27703213018566;21,686825304346435;45,53178556060355;61,19116794924955;71,98588799112196;47,215590850235266
93,35208603829005;64,62940314298041;54,23952619356645;36,832143689178366;26,841063120785513;27,66994357139624;58,70800829280044;57,45239360086723;55,35521563534076;46,49610654778337
10,893716473229166;17,88146241384252;35,95922528894323;32,0975983477309;70,07424097426617;17,418134350123893;90,9496335689203;33,587181964263394;6,51195940141045;41,93003399203591
36,65407247064101;86,47767045023663;12,07081961015436;59,2789208261693;68,56927493581566;57,00460425385491;46,045276847459604;53,40796411696671;26,574325897603245;79,286290911566
19,269457369992725;3,5843896001111597;98,19356036445382;91,17307786612456;52,340294271472544;68,78771646130537;66,93826291655867;11,62103561171881;36,66894654614449;1,0368444708517055
76,59612223905563;13,554196826467468;68,85238046709297;85,71930359633284;43,30001851770169;18,116568245285148;91,89424467106758;59,662270746667325;20,322753612394894;25,36206914404967
80,90787621994087;92,22354761934255;96,5917905335062;88,54574639313064;9,993412238465494;17,50414646433652;43,36837107226306;3,634740254839619;66,49906706095913;2,1879178014138856
65,992864334892;79,12870761271934;2,4081098430879355;62,874848606686676;96,34215815534986;11,995629065073988;48,393549820336986;75,73491536703246;78,30339655788705;87,04477405839972
99,05558467118179;37,77729596218259;65,46692781351491;7,5122317401265075;6,904176531799178;90,95366197406575;82,74468287385237;96,06729321659172;89,01961169712168;90,62691389026949
18,42620821645281;20,557966943460627;75,99980695374708;60,4378988150036;26,746827779863136;76,76198144923919;74,94689819959768;99,38364869811689;82,21772925979113;17,380942623150386
1,2134025954999683;41,81868997997316;33,91909064354282;82,39294996690182;49,72865242407308;91,85546295800489;38,384746698024706;94,27514828417202;7,38289627783888;96,50631285732364
97,30463172713925;63,31899686868196;13,299855523719216;4,240307153467682;87,79697444777861;23,18574249808647;30,738683319697955;98,74339479640307;96,17309366900506;51,73639454208321
34,345578766167094;51,59195574937985;3,197108536163451;89,17456454866371;76,31153056562896;95,87535675839607;89,59378351245923;37,515772758862944;21,72600946274156;11,776019561095563
16,65850498706044;43,01780077658247;5,5689927934608585;97,43747281097136;50,6534192319687;75,06934957073722;39,37754079607863;87,43288099406577;79,83287852427246;10,571118792797629
84,37698537697692;28,589236459921864;96,38841922545974;0,6228626537374549;91,94579571530501;3,3381997399998697;39,72807489584106;0,06895077590626242;8,628099505244558;26,708574551586427
35,339176303652856;69,24362056185821;73,22607087150463;4,458792295284086;68,74526859048106;27,04901971627042;42,98309792028802;13,228721650407582;28,501336957611656;68,10523760926253
94,59179569274767;78,47182474899195;64,67685167917236;95,42814961772014;44,681504874433365;36,70543742426009;54,63798906734828;80,52476326349327;81,15338748377881;99,67808230483972
10,466130926881023;42,63564471750401;37,47643306621126;4,895844956710205;98,15285225721472;23,08403405663806;13,680881379995114;78,11197032200143;14,520190957371016;48,45088353359962
4,262539198138937;61,775835199530114;12,584194033766504;29,194189347172916;45,707723400173265;86,05720674036831;11,570326617149151;93,10264447264338;40,73089470960407;32,549197634726966
61,516307096085;73,43592319172501;31,60821299346226;22,413083121678213;85,5864195433815;22,542793723664;76,16133736725943;75,45466763238983;97,2522458379128;10,406329750821008
18,58127221228686;15,81465972827365;57,81407546541899;25,402416496008495;11,565388545248146;68,0066450971518;27,081442870358906;24,426106881979493;17,69286260224866;93,15290499028957
13,506773425755902;49,8755689215653;11,576011848861755;15,050056418423596;96,56095650235517;24,186639927216312;58,06483979174665;33,99902975337936;36,255671489750675;13,135972650039196
46,941727394577285;73,6250047519891;9,127997935112674;36,254089651720555;71,00516632573074;88,0991411016994;31,091669355085372;54,62801189892429;62,98645464814049;56,006518268223424
57,50511786519296;66,93882945055213;91,29147708691828;58,14559810280892;58,195364627994806;59,11105329879742;5,2916572312848515;42,79369991175902;66,25014814424716;82,15246340326331
96,58521318554871;71,16399808858051;87,04230215776406;63,2247450661248;49,505238290833375;59,19158534140904;87,86808910658836;51,08093793262589;34,28776532484602;99,53749137616933
11,656565213144454;66,78982778803586;22,59596394153479;12,108939925868413;9,85824026226213;57,765134174022904;67,91436985677213;18,785446189895527;9,356028866027977;91,58557039239327
95,48378415231183;78,88659288149637;2,653242901442898;97,51491570699326;14,074607429949637;77,86069466837934;47,548399965311425;36,062651399642576;18,155921509965932;28,132614635573418
4,1367427328335875;99,525573313449;57,45774473559258;56,19452969972458;44,82479328225922;93,60630522906285;0,23105016980832227;19,503054865745074;77,78448583990935;93,82288539253014
8,690794230369981;71,45952170664538;82,27857116775971;87,00080148126526;72,15931737101907;2,3830752458689597;1,8972370125670657;75,01476242909251;36,41671633034286;98,67705236794008
13,355637929870767;2,1100133394205134;57,74263926531077;11,160105525122056;76,52307933965588;83,5842245983777;99,85169720669722;28,356785401686913;45,56105063767697;19,128750682365137
6,701015748038697;22,164886495946345;38,20714453808952;78,52310518066412;84,07972957435453;79,43696403504099;41,947117902230204;27,133763707652193;24,06831644034665;84,56699230352523
15,09194874748605;71,02122751659454;83,77427429944122;45,35621691795018;52,514678968931236;75,18539213457018;1,4674506278330224;66,86614655959715;5,409130484912373;57,927824957401754
80,03203074556345;78,88273028730165;21,366474692487735;5,938283899034314;93,07350150098512;94,04630622092354;58,52329783929938;85,01728277867329;41,14383261628603;76,31872571962445
51,83563559216717;47,965442397563116;65,08957172046044;43,95678595137517;66,94807965992733;46,74885461358704;31,859204461427016;29,01509909312965;6,00428210239844;3,62942934140581
36,31855087891485;87,9731999058485;58,604172347001004;81,19199656220961;94,35711323448898;1,6072404693207032;10,696851274898334;0,9580980418263496;43,530335315019805;27,7771052713489
11,427543349520485;94,68299782964328;51,89397798528959;9,48380824038695;59,97817822535288;41,12135181204239;78,6980271137297;9,292947670982388;1,0989237021061915;74,56545600086694
54,24069547134661;15,837913742023114;17,486697816289976;0,46519044929619335;27,255860663321442;3,8734310209046052;33,18185824733839;56,27516017940398;81,87678698636762;78,09497278927353
6,083302171315729;90,8991953001474;56,73804510651615;1,6603938447087296;30,549731907547006;47,267651484578344;0,5583134877732654;84,44913280117339;34,317434480555875;32,20952942554936
0,03736814562759205;6,343011160965107;64,80665028139903;12,237381156943329;83,32948081380506;67,85055622449295;81,209348507689;2,1212652182969194;65,91115415036683;84,4572623193752
